Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;329713;;;Plint II AG Phoenix;21,30;;;;
V;329714;;;Industridon Phönix;34,69;;;;
V;329716;;;Märkning Phönix;34,69;;;;
V;329717;;;Industridon AG Phoenix;25,93;;;;
V;329718;;;Säkringar Phönix;4,08;;;;
V;329719;;;Märkning AE Phoenix;14,81;;;;
V;329721;;;Märkning Thermomark Phoenix;35,71;;;;
V;329800;;;Plint övriga Gycom;65,02;;;;
V;329802;;;Industridon Wieland;49,69;;;;
V;329804;;;Plint Wieland;58,70;;;;
V;329806;;;Tbh plint Wieland;59,24;;;;
V;329840;;;Anslutningsplint CLAMPO Ensto;61,12;;;;
V;329860;;;Kabelkanal/Spiralslang HAGER;73,00;;;;
V;329862;;;Kabelkanal/Spiralslang HF HAGER;73,00;;;;
V;329874;;;Slitsade kabelkanaler ABB;60,40;;;;
V;329900;;;Märksystem 3M;48,27;;;;
V;329902;;;Märksystem C-Pro;55,82;;;;
V;329903;;;UNEX kabelkanaler C-pro;57,14;;;;
V;329904;;;Montageskena Hoffman;62,24;;;;
V;329908;;;Märksystem Linjedon;48,67;;;;
V;329910;;;Kabelkanal Hellermann Tyton;62,96;;;;
V;329912;;;Märksystem Hellermann Tyton;54,29;;;;
V;329914;;;Märksystem Nitto;50,61;;;;
V;329916;;;Märkning Partex;54,39;;;;
V;329917;;;Sprialslang Partex;50,41;;;;
V;329920;;;Plint skruv 041 SIE;74,80;;;;
V;329922;;;Märktejp SMC;51,43;;;;
V;329930;;;Subc Märkningar I 2599;62,10;;;;
V;329931;;;Subc Märkningar II 2599;73,77;;;;
V;329932;;;Subc Märkningar III 2599;74,73;;;;
V;329940;;;Plint Wago;55,30;;;;
V;329990;;;Solar Plus Kabelkanaler;50,00;;;;
V;329991;;;Solar Plus Plintar o ansl don;50,00;;;;
V;329994;;;Solar Netto;50,00;;;;
V;329995;;;Solar Plus kabelmärkning;50,00;;;;
V;331100;;;Montageplatta GV2 BF =S=O;72,70;;;;
V;331102;;;Motorskyddsbrytare GV2 GA =S=O;69,39;;;;
V;331104;;;Motorskyddsbrytare GV2ME BH =S=O;71,94;;;;
V;331105;;;Motorskyddsbrytare GV2ME BH I =S=O;71,94;;;;
V;331106;;;Motorskyddsbrytare GV3 GB =S=O;70,11;;;;
V;331108;;;Motorskyddsbrytare GV7 GC =S=O;70,17;;;;
V;331122;;;Effektbrytare GB BJ =S=O;70,14;;;;
V;331124;;;Effektbrytare NS/NSX VO =S=O;69,39;;;;
V;331130;;;Brytare IN/INS/INV VO =S=O;71,69;;;;
V;331134;;;Huvudbrytare  VARIO BL =S=O;64,88;;;;
V;331136;;;Kamströmställare K1/K2 IH =S=O;64,83;;;;
V;331138;;;Tvättmaskinsbrytare Exxact H1 =S=;64,69;;;;
V;331140;;;TEGO Power BF =S=O;67,10;;;;
V;331200;;;Motorskyddsbrytare 140M-C B7800 A-B;78,57;;;;
V;331201;;;Motorskyddsbrytare 140MT  B767H A-B;74,49;;;;
V;331203;;;Motorskyddsbrytare 140MT  B766H A-B;74,49;;;;
V;331205;;;Motorskyddsbrytare 140UT  B726J A-B;74,49;;;;
V;331210;;;Motorskyddsbrytare 140M-F B7801 A-B;81,12;;;;
V;331211;;;Motorskyddsbrytare 140MG-H B726F A-B;63,07;;;;
V;331212;;;Säkringshållare 140F-B7834 A-B;69,49;;;;
V;331214;;;Tbh 140M- B7301 A-B;75,51;;;;
V;331216;;;Överkopplingsskena 140M- B7845 A-B;72,79;;;;
V;331224;;;Motorskyddsbrytare 140MP B783G A-B;78,30;;;;
V;331227;;;Motorskyddsbrytare 140MG-J B727F A-B;68,90;;;;
V;331230;;;Tbh kapsling 198 B7280 A-B;76,53;;;;
V;331232;;;Frånskiljare IEC 194R B7934 A-B;56,00;;;;
V;331234;;;Vred &Tbh 194R B7945 A-B;74,80;;;;
V;331240;;;Brytare & vred 194E B7843 A-B;73,37;;;;
V;331242;;;Brytare & vred 194L I B7276 A-B;50,82;;;;
V;331244;;;Brytare & vred 194L II B7276 A-B;74,18;;;;
V;331248;;;Brytare & vred 194R B7278 A-B;55,10;;;;
V;331250;;;Tbh 194R B7842 A-B;51,51;;;;
V;331252;;;Tbh 194E/L B7275 A-B;75,71;;;;
V;331270;;;Effektbrytare 140G externa tbh B706F A-B;59,59;;;;
V;331271;;;Effektbrytare 140G vred B707F A-B;59,59;;;;
V;331272;;;Effektbrytare 140G anslutning B708F A-B;59,59;;;;
V;331273;;;Effektbrytare 140G interna tbh B709F A-B;59,59;;;;
V;331275;;;Effektbrytare 140G strl G B711F A-B;65,31;;;;
V;331276;;;Effektbrytare 140G strl H B712F A-B;65,10;;;;
V;331277;;;Effektbrytare 140G strl I B713F A-B;65,10;;;;
V;331278;;;Effektbrytare 140G strl J B714F A-B;70,51;;;;
V;331279;;;Effektbrytare 140G strl K B715F A-B;70,51;;;;
V;331280;;;Effektbrytare 140G strl M B716F A-B;70,51;;;;
V;331300;;;Motorskyddsbrytare 3RV1 41E SIE;79,83;;;;
V;331301;;;Motorskyddsbrytare 3RV2 S00 41E SIE;77,65;;;;
V;331302;;;Motorskyddsbrytare 3RV2 S0 41E SIE;80,20;;;;
V;331303;;;Tbh motorskyddsbrytare 3RV2 41E SIE;85,31;;;;
V;331304;;;Kontaktor F/B  Y/D medTbh 41B Sie;82,55;;;;
V;331310;;;Effektbr, Säkringslastbr, Kaps 113 SIE;67,65;;;;
V;331311;;;Effektbrytare, Säkringslastbr 1CL Sie;48,98;;;;
V;331320;;;Brytare (ACB), Skensystem 103 SIE;77,55;;;;
V;331322;;;NH-knivsäkringar,  inklTbh 017 Sie;75,92;;;;
V;331330;;;Effektbrytare 3VA I 153 Sie;72,65;;;;
V;331332;;;Effektbrytare 3VA II 153 Sie;72,65;;;;
V;331334;;;Effektbrytare 3VA tbh 153 Sie;72,65;;;;
V;331340;;;SÄKRINGSLASTBR 3KF 1DL SIE;37,76;;;;
V;331400;;;Motorskyddsbrytare MS116 ABB;75,00;;;;
V;331402;;;Motorskyddsbrytare MS132 ABB;63,27;;;;
V;331408;;;Tbh motorskyddsbrytare ABB;65,82;;;;
V;331420;;;Effektbrytare MCCB ABB I;65,61;;;;
V;331422;;;Effektbrytare MCCB ABB II;62,27;;;;
V;331424;;;Effektbrytare MCCBTbh ABB;55,10;;;;
V;331426;;;Lastbrytare ABB I;62,24;;;;
V;331428;;;Lastbrytare ABB II;65,39;;;;
V;331442;;;Startkopplare manuella ABB;62,65;;;;
V;331451;;;Säkerhetsbrytare BAS ABB X;63,87;;;;
V;331452;;;Säkerhetsbrytare BAS ABB I;63,32;;;;
V;331456;;;Säkerhetsbrytare OTA/OTP ABB;61,74;;;;
V;331458;;;Säkerhetsbrytare ABB II;66,97;;;;
V;331460;;;Säkringslastbrytare OS ABB;65,76;;;;
V;331462;;;Tbh last-/säkerhetsbrytare ABB;66,31;;;;
V;331500;;;Lastfrånskiljare KG K&N;55,82;;;;
V;331501;;;Lastfrånskiljare 4KS K&N;55,30;;;;
V;331504;;;Omkopplare K&N;53,16;;;;
V;331508;;;Reservkraftsbrytare K&N;53,67;;;;
V;331512;;;Sektionsbrytare K&N;50,00;;;;
V;331516;;;Säkerhetsbrytare EMC K&N;51,22;;;;
V;331520;;;Säkerhetsbrytare KF K&N;52,14;;;;
V;331524;;;Säkerhetsbrytare KG K&N;50,20;;;;
V;331530;;;Tbh brytare K&N;60,20;;;;
V;331660;;;Lastfrånskiljare COMPACT Ensto;68,27;;;;
V;331662;;;Lastfrånskiljare COMPACTTbh Ensto;68,27;;;;
V;331700;;;Brytare Garo;56,22;;;;
V;331701;;;Säkerhetsbrytare SBG GARO X;69,94;;;;
V;331702;;;Säkerhetsbrytare SBG GARO;69,48;;;;
V;331760;;;Effektbrytare medTbh Hager;74,49;;;;
V;331840;;;BRYTARE NORWESCO;45,20;;;;
V;331932;;;Subc Brytare III 2599;81,63;;;;
V;331970;;;EATON LISTA 31 2500;24,19;;;;
V;331990;;;Solar Plus Säkerhetsbrytare;50,00;;;;
V;331994;;;Solar Netto;50,00;;;;
V;331995;;;Solar Plus;50,00;;;;
V;332100;;;Kontaktor LC.F BM =S=O;70,76;;;;
V;332102;;;Kontaktor LC1D 12-18A BD =S=O;68,74;;;;
V;332104;;;Kontaktor LC1D 25-32A BD =S=O;68,68;;;;
V;332106;;;Kontaktor LC1D 40-150A BG =S=O;71,65;;;;
V;332108;;;Kontaktor LC1D 9A I BD =S=O X;73,47;;;;
V;332110;;;Kontaktor LC1D 9A II BD =S=O;68,68;;;;
V;332112;;;Kontaktor LP.-D40-150 BD =S=O;72,02;;;;
V;332113;;;Kontaktor LC1D 9A II BE =S=O;68,68;;;;
V;332114;;;Kontaktor LP1D 12-18A BD =S=O;68,68;;;;
V;332116;;;Kontaktor LP1D 25-32A BD =S=O;67,35;;;;
V;332118;;;Kontaktor LP1D 9A BD =S=O;67,35;;;;
V;332120;;;Kontaktorbrytare Tesus U C0 =S=O;72,70;;;;
V;332122;;;Tesys H Hybridstarter BE =S=O;48,98;;;;
V;332130;;;Minikontaktor LC.-K AC BA =S=O;70,99;;;;
V;332132;;;Minikontaktor LC.-K DC BB =S=O;70,94;;;;
V;332134;;;Normkontaktor A9 SA =S=O;37,53;;;;
V;332138;;;Normkontaktor GC/GY BJ =S=O;69,08;;;;
V;332140;;;Kontaktor D övriga CD =S=O;72,01;;;;
V;332142;;;Kontaktor F övriga CE =S=O;72,65;;;;
V;332144;;;Kontaktor K övriga CB =S=O;70,76;;;;
V;332146;;;Tillbehör Kontaktorer BH =S=O;72,14;;;;
V;332150;;;Hjälprelä CA2-D BA =S=O;71,67;;;;
V;332152;;;Hjälprelä CA3/4-D BA =S=O;70,41;;;;
V;332154;;;Hjälprelä mini CA2-K BA =S=O;71,67;;;;
V;332156;;;Hjälprelä mini CA3/4-K BA =S=O;71,67;;;;
V;332160;;;Överströmsrelä LR.-D BG =S=O;72,70;;;;
V;332162;;;Överströmsrelä LR.-F BG =S=O;72,70;;;;
V;332164;;;Överströmsrelä LR.-K BG =S=O;72,70;;;;
V;332166;;;Överströmsrelä LR9D DE =S=O;43,63;;;;
V;332172;;;Termistorrelä LT3/LT6/Tesys T C0 =S=O;72,10;;;;
V;332182;;;Kontaktblock Gränsläge KF TESE;70,15;;;;
V;332184;;;Kontaktblock LA1-D BF =S=O;72,79;;;;
V;332186;;;Kontaktblock LA1-K BF =S=O;70,76;;;;
V;332188;;;Adapterplatta NS/NSX VA =S=O;73,07;;;;
V;332200;;;Kontaktor 100-C  9A AC B7920 A-B;78,47;;;;
V;332201;;;Kontaktor 100-C  9A DC B7942 A-B;80,00;;;;
V;332202;;;Kontaktor 100-C  12A AC B7941 A-B;81,53;;;;
V;332203;;;Kontaktor 100-C  12A DC B7944 A-B;83,47;;;;
V;332204;;;Kontaktor 100-C  16A AC B7919 A-B;83,67;;;;
V;332205;;;Kontaktor 100-C  16A DC B7943 A-B;83,16;;;;
V;332206;;;Kontaktor 100-C  23A AC B7798 A-B;83,67;;;;
V;332207;;;Kontaktor 100-C  23A DC B7837 A-B;83,98;;;;
V;332208;;;Kontaktor 100-C  30-37A AC B7254 A-B;85,71;;;;
V;332209;;;Kontaktor 100-C  30-37A DC B7839 A-B;82,76;;;;
V;332210;;;Kontaktor 100-C  43A AC B7255 A-B;80,51;;;;
V;332212;;;Kontaktor 100-C  43A DC B7840 A-B;80,51;;;;
V;332213;;;Kontaktor 100-C  60-90A AC B7256 A-B;79,39;;;;
V;332214;;;Kontaktor 100-C  60-90A DC B7852 A-B;79,29;;;;
V;332215;;;Kontaktor 100-D  140-180 A AC B7261 A-B;74,69;;;;
V;332219;;;Kontaktor 100-D  210-250A ACE B7263 A-B;74,69;;;;
V;332221;;;Kontaktor 100-D  300-420A ACE B7264 A-B;73,98;;;;
V;332225;;;Kontaktor 100-D  95-110A AC B7266 A-B;75,10;;;;
V;332230;;;Kontaktor & kondensator 100-Q B7251 A-B;76,00;;;;
V;332231;;;Kontaktor 100-E B768G A-B;74,49;;;;
V;332232;;;Kontaktor 100-E B769G A-B;74,49;;;;
V;332233;;;Kontaktor 100-E B786G A-B;74,49;;;;
V;332234;;;Hjälpkontakt till 100-E B788G A-B;57,14;;;;
V;332235;;;Solidstate kontaktorer B420H A-B;55,10;;;;
V;332240;;;Minikontaktor 100-K 5-12A AC B7260 A-B;80,00;;;;
V;332241;;;Minikontaktor 100-K 5-12A DC B7922 A-B;80,10;;;;
V;332242;;;Minirelä AC 700-K B7930 A-B;79,49;;;;
V;332243;;;Minirelä DC 700-K B7931 A-B;79,49;;;;
V;332244;;;Hjälprelä AC 700-CF B7932 A-B;78,27;;;;
V;332245;;;Hjälprelä DC 700-CF B7933 A-B;78,98;;;;
V;332250;;;Ösr 193 E1Plus ED 100-C09_C85 B3114 A-B;74,39;;;;
V;332251;;;ÖSR 193 E1Plus EE 100-C09_C85 B3115 A-B;70,67;;;;
V;332254;;;Ösr E3 Plus 193 100-C09-C85 B3120 A-B;64,49;;;;
V;332257;;;Överströmsrelä 193-K B7246 A-B;74,39;;;;
V;332258;;;Överströmsrelä 193-T B7248 A-B;75,70;;;;
V;332268;;;Spole 100-C <= 85A B6237 A-B;73,27;;;;
V;332270;;;Tbh 100-/700-K B7921 A-B;80,10;;;;
V;332271;;;Spole 100-C <= 85A B633H A-B;69,39;;;;
V;332274;;;Tbh 141A B7853 A-B;62,21;;;;
V;332276;;;Tbh elektroniska 193- B3126 A-B;70,61;;;;
V;332277;;;Tbh kapsling 198 A-B;72,86;;;;
V;332278;;;Tbh kontaktor 100D- B7269 A-B;75,41;;;;
V;332282;;;Tbh överströmsrelä 193 B7249 A-B;75,31;;;;
V;332284;;;Termistorrelä -817 B319H A-B;80,31;;;;
V;332286;;;Tidsfunktion 100-CTbh B7274 A-B;77,55;;;;
V;332291;;;Hjälpkontakt till 100-/700- B7258 A-B;81,33;;;;
V;332293;;;Kablagekit 105-/170- B7841 A-B;78,98;;;;
V;332294;;;Matningsmodul 141A B7846 A-B;62,65;;;;
V;332295;;;Montageplatta 141A B7831 A-B;62,65;;;;
V;332296;;;Montageskena 141A B7250 A-B;62,65;;;;
V;332300;;;Kontaktor 3RT1 S00 41B SIE;80,00;;;;
V;332306;;;Kontaktor 3RT1 S3 41B SIE;85,41;;;;
V;332308;;;Kontaktor 3RT1 S6-12 41B SIE;83,56;;;;
V;332310;;;Kontaktor 3RT1 spec 41B SIE;81,12;;;;
V;332312;;;Kontaktor 3RT2 S00 41B Sie I;85,71;;;;
V;332314;;;Kontaktor 3RT2 S00 41B Sie II;88,27;;;;
V;332316;;;Kontaktor 3RT2 S00 41B Sie III;88,27;;;;
V;332318;;;Kontaktor 3RT2 S0 41B Sie I;81,45;;;;
V;332320;;;Kontaktor 3RT2 S0 41B Sie II;86,63;;;;
V;332322;;;Kontaktor 3TK 41B SIE;86,50;;;;
V;332324;;;Normkontaktorer 5TT 028 Sie I;77,55;;;;
V;332326;;;Normkontaktorer 5TT 028 Sie II;74,90;;;;
V;332330;;;Kompaktstartare 3RA6 42F SIE;73,06;;;;
V;332334;;;Motorstarter 3RM1 41D SIE;82,04;;;;
V;332340;;;Elektr överströmsrelä 3RB2 41G SIE;81,20;;;;
V;332342;;;Elektr överströmsrelä 3RB3 41G Sie I;82,96;;;;
V;332344;;;Elektr överströmsrelä 3RB3 41G Sie II;72,55;;;;
V;332346;;;Elektr överströmsrelä 3RB3 41G Sie III;82,76;;;;
V;332350;;;F/B  komb 3RA 41B SIE;81,12;;;;
V;332352;;;Hjälprelä 3RH1 41A SIE;87,99;;;;
V;332354;;;Hjälprelä 3RH2 41A SIE;87,24;;;;
V;332358;;;Relä strömövervakn 3RR 41H SIE;83,88;;;;
V;332360;;;Simocode Sirius management 3UF 42J SIE;62,35;;;;
V;332362;;;Solidstaterelä 3RF 41C SIE;85,10;;;;
V;332364;;;Tbh F/B  komb 3RA 41B SIE;84,86;;;;
V;332370;;;Tbh kapslad direktstart 3RE 41B SIE;80,82;;;;
V;332372;;;Tbh kontaktor 3RT1 41B SIE;84,08;;;;
V;332374;;;Tbh kontaktor 3RT1 41H SIE;84,90;;;;
V;332376;;;Tbh kontaktor 3RT2 41B SIE;85,29;;;;
V;332378;;;Tbh solidstaterelä 3RF 41C SIE;83,88;;;;
V;332380;;;Tbh term överlastrelä 3RU2 41F SIE;82,86;;;;
V;332382;;;Term överlastrelä 3RU1 41F SIE;75,51;;;;
V;332384;;;Term överlastrelä 3RU2 41F Sie I;76,73;;;;
V;332386;;;Term överlastrelä 3RU2 41F Sie II;82,86;;;;
V;332400;;;Kontaktor AF09 ABB I;77,04;;;;
V;332401;;;Kontaktor AF09 ABB II;77,04;;;;
V;332402;;;Kontaktor AF12 ABB;77,04;;;;
V;332403;;;Kontaktor AF16 ABB I;77,04;;;;
V;332404;;;Kontaktor AF16 ABB II;73,47;;;;
V;332405;;;Kontaktor AF26 ABB;71,94;;;;
V;332406;;;Kontaktor AF30 ABB;64,29;;;;
V;332407;;;Kontaktor AF38 ABB;61,22;;;;
V;332408;;;Kontaktor AF40 ABB;61,22;;;;
V;332409;;;Kontaktor AF50 ABB;60,10;;;;
V;332410;;;Kontaktor AF52 ABB;59,39;;;;
V;332412;;;Kontaktor AF65 ABB;59,39;;;;
V;332414;;;Kontaktor AF80 ABB;59,39;;;;
V;332416;;;Kontaktor AF96 ABB;59,39;;;;
V;332424;;;Kontaktor AF460 ABB;57,24;;;;
V;332425;;;Kontaktor AF580 ABB;57,51;;;;
V;332426;;;Kontaktor AF750 ABB;57,24;;;;
V;332430;;;Hjälprelä <37kW ABB I;71,02;;;;
V;332460;;;Minikontaktor/relä ABB;62,86;;;;
V;332462;;;Normkontaktor ABB;68,37;;;;
V;332464;;;Kompaktstarter ABB;34,05;;;;
V;332470;;;Tbh kontaktor <37kW ABB;70,00;;;;
V;332480;;;Överströmsrelä TA ABB;68,67;;;;
V;332484;;;Överströmsrelä TF ABB;65,41;;;;
V;332500;;;Solidstatekontaktor Danfoss;59,29;;;;
V;332601;;;Normkontaktor Garo;50,00;;;;
V;332700;;;Normkontaktor Hager;63,98;;;;
V;332800;;;Lådor Ensto;66,50;;;;
V;332931;;;Subc Startapparater II 2599;68,37;;;;
V;332932;;;Subc Startapparater III 2599;70,85;;;;
V;332960;;;Kontaktorer Phönix;20,41;;;;
V;332961;;;Kontaktorer AE Phoenix;14,81;;;;
V;332970;;;EATON LISTA 32 2500;24,19;;;;
V;332994;;;Solar Netto;50,00;;;;
V;332995;;;Solar Plus;50,00;;;;
V;333100;;;Frekvensomriktare ATV12 OF =S=O;55,30;;;;
V;333102;;;Frekvensomriktare ATV12 OB =S=O;55,30;;;;
V;333104;;;Frekvensomriktare ATV21 OD =S=O;62,05;;;;
V;333112;;;Frekvensomriktare ATV312 OH =S=O;59,62;;;;
V;333124;;;Frekvensomriktare ATV340 OF =S=O;40,82;;;;
V;333126;;;Frekvensomriktar ATV630/640/650 OG =S=O;45,92;;;;
V;333128;;;Frekvensomriktare ATV930/950 OG =S=O;43,63;;;;
V;333134;;;Ind Network Frekvensomformare Q1 =S=O;61,35;;;;
V;333138;;;Tesus U för frekvensomriktare C0 =S=O;69,77;;;;
V;333146;;;Tillval/tbh ATV/ATS OI =S=O;62,10;;;;
V;333150;;;Mjukstartare ATS OF =S=O;71,16;;;;
V;333206;;;PF400 3 fas 460V C3423 A-B;43,67;;;;
V;333209;;;PF4M 3 fas 460V C3411 A-B;54,69;;;;
V;333210;;;PF523 1 fas 230V strl A Filter C306E A-B;43,88;;;;
V;333211;;;PF523 1 fas 230V strl B Filter C307E A-B;36,94;;;;
V;333212;;;PF525 1 fas 230V strl A Filter C382D A-B;39,15;;;;
V;333213;;;PF523 3 fas 460V strl A Filter C318E A-B;43,88;;;;
V;333214;;;PF523 3 fas 460V strl B Filter C318E A-B;36,94;;;;
V;333215;;;PF523 3 fas 460V strl C Filter C320E A-B;36,94;;;;
V;333221;;;PF525 1 fas 115V storlek A B C382D A-B;36,84;;;;
V;333224;;;PF525 1 fas 230V strl A Filter C381D A-B;38,99;;;;
V;333230;;;PF525 3 fas 460V storlek A C390D A-B;36,02;;;;
V;333231;;;PF525 3 fas 460V storlek B C390D A-B;35,92;;;;
V;333232;;;PF525 3 fas 460V storlek C C392D A-B;35,82;;;;
V;333234;;;PF525 3 fas 600V storlek A C399D A-B;36,84;;;;
V;333236;;;PF525 3 fas 600V strl C C302E A-B;36,84;;;;
V;333239;;;PF70 400V strl A B C2362 A-B;38,06;;;;
V;333252;;;PF753 7.5-22KW 400V strl 2 3 C2402 A-B;38,78;;;;
V;333253;;;PF753 75-132KW 400V strl 6 C2404 A-B;38,78;;;;
V;333259;;;PF755 30-55KW 400V strl 4 5 C2719 A-B;38,78;;;;
V;333263;;;PF755 75-132KW 400V strl 6 C2720 A-B;38,78;;;;
V;333265;;;PF525 1 fas 230V strl A Filter C397D A-B;38,78;;;;
V;333267;;;Mjukstar SMC-3 -150 108-480A B4157 A-B;64,49;;;;
V;333270;;;Mjukstar SMC-3 -150 1-37A B4158 A-B;64,90;;;;
V;333271;;;Mjukstar SMC-3 -150 43-85A B4159 A-B;64,49;;;;
V;333272;;;Tbh mjukstartare SMC 150- B4145 A-B;67,76;;;;
V;333274;;;Mjukst SMC-FLEX 150-F 108-480A B4167 A-B;34,39;;;;
V;333280;;;Mjukstar SMC-50 -90-180A B4030 A-B;54,63;;;;
V;333282;;;Mjukstar SMC-50 -361-520A B4-32 A-B;54,63;;;;
V;333290;;;1201/1202/1203/1204Tbh C4438 A-B;38,78;;;;
V;333291;;;Frekv klass 4 options &Tbh C3408 A-B;57,14;;;;
V;333292;;;Frekv klass 7 option &Tbh C2367 A-B;37,04;;;;
V;333293;;;PF520 externa EMC Filter C326E A-B;29,29;;;;
V;333294;;;PF520 options &Tbh C328E A-B;29,59;;;;
V;333296;;;PF520 serien kom. kort C327E A-B;32,65;;;;
V;333297;;;Reaktor transformator 1321- C8447 A-B;44,90;;;;
V;333300;;;Frekvensomriktare IC2  Danfoss;59,57;;;;
V;333420;;;Mjukstartare High-feature appl 42H SIE;61,63;;;;
V;333422;;;Mjukstartare standard appl 42G SIE;62,04;;;;
V;333430;;;SINAMICS G115 HVAC <= 90kW 347 SIE;41,02;;;;
V;333432;;;SINAMICS G120 CU240 342 SIE;38,78;;;;
V;333434;;;SINAMICS G120 PM <= 11kW 338 SIE;41,63;;;;
V;333436;;;SINAMICS G120 PM > 11kW 339 SIE;41,22;;;;
V;333440;;;Components 764 SIE;15,08;;;;
V;333442;;;ENCODER 767 SIE;14,08;;;;
V;333444;;;Simodrive 752 SIE;11,33;;;;
V;333446;;;SINAMICS S AC/AC Blocksize 751 SIE;11,33;;;;
V;333448;;;SINAMICS S AC/AC Blocksize 771 SIE;35,10;;;;
V;333450;;;SINAMICS STbh 753 Sie;12,54;;;;
V;333460;;;SINAMICS G110 334 SIE;50,50;;;;
V;333462;;;SINAMICS G120 CU220 340 SIE;39,74;;;;
V;333464;;;SINAMICS G120D 346 SIE;47,96;;;;
V;333468;;;SINAMICS G120 CU230 341 SIE;41,53;;;;
V;333470;;;SINAMICS V20 350 SIE;53,88;;;;
V;333472;;;MICROMASTER 4 Optioner 325 SIE;59,69;;;;
V;333474;;;SINAMICS G110/G120 Optioner 335 SIE;70,10;;;;
V;333476;;;SINAMICS G120 Optioner 343 SIE;62,24;;;;
V;333478;;;SINAMICS G120X 357  SIE;28,57;;;;
V;333505;;;Mjukstartare PSR ABB;38,78;;;;
V;333510;;;Frekvensomriktare ACH550 ABB;44,60;;;;
V;333519;;;Tyristorenheter ABB;47,45;;;;
V;333522;;;Frekvensomriktare ACS800 ABB;44,60;;;;
V;333524;;;Frekvensomformare ACS580 ABB;44,60;;;;
V;333532;;;Tbh frekvensomformare ABB;44,60;;;;
V;333600;;;Mjukstartare Danfoss;60,15;;;;
V;333602;;;Frekvensomriktare FC100 FC200 DANFOSS;40,82;;;;
V;333606;;;Frekvensomriktare FC51 DANFOSS;46,68;;;;
V;333608;;;Tbh frekvensomriktare DANFOSS;46,02;;;;
V;333650;;;Mjukstartare 280 Carlo Gavazzi;35,86;;;;
V;333990;;;Solar Plus Mjukstartare;50,00;;;;
V;333991;;;Solar Plus Tbh Mjukstarter;50,00;;;;
V;333994;;;Solar Netto;50,00;;;;
V;333995;;;Solar Plus;50,00;;;;
V;335100;;;Electrical motor ABB;51,00;;;;
V;335200;;;Motors Prepare phase-out 768 SIE;34,91;;;;
V;335310;;;Electrical motor size 1 SIE;73,50;;;;
V;335320;;;Electrical motor size 2 SIE;75,00;;;;
V;335340;;;Electrical motor servo SIE;20,75;;;;
V;335994;;;Solar Netto;50,00;;;;
V;337100;;;Tryckknapp Ø16 XB6 ID =S=O;68,72;;;;
V;337102;;;Tryckknapp Ø22 Style 4 IB =S=O;68,89;;;;
V;337103;;;Tryckknapp Ø22 Style 4 IC =S=O;68,89;;;;
V;337104;;;Tryckknapp Ø22 Style 5 IC =S=O;70,71;;;;
V;337106;;;Tryckknapp Ø22 Trådlös IB/IC =S=O;69,50;;;;
V;337107;;;Tryckknapp Ø22 Trådlös IA =S=O;69,50;;;;
V;337108;;;Tryckknapp Ø22 XB5/XB7 IB =S=O;69,50;;;;
V;337110;;;Tryckknapp Ø30 IA =S=O;70,59;;;;
V;337120;;;Tryckknappslåda XA./P/M/E IB =S=O;70,59;;;;
V;337122;;;Tryckknappslåda XAL IJ =S=O;70,59;;;;
V;337130;;;Fotpedal XP IB =S=O;70,26;;;;
V;337132;;;Hängmanöverdon XAC/XK MA =S=O;68,82;;;;
V;337134;;;Radio Remot Control IA =S=O;33,67;;;;
V;337140;;;Linnödstopp XY2 KB TESE;68,95;;;;
V;337142;;;Ljuskällor XV./A/B/D II =S=O;68,99;;;;
V;337150;;;Potentiometer ATV/ATS OB =S=O;71,00;;;;
V;337160;;;TEGO Dial ID =S=O;55,99;;;;
V;337200;;;Lamptr & svamptr 800FM- B5229 A-B;71,02;;;;
V;337202;;;Lamptr/lampsvamp/svam 800FP B5824 A-B II;71,02;;;;
V;337204;;;Lamptr/lampsvamp/svamp 800FP B5824 A-B I;75,61;;;;
V;337206;;;Lampvred 800FM B5232 A-B;68,50;;;;
V;337208;;;Lampvred/nödstoppskylt 800FP B5827 A-B;71,02;;;;
V;337210;;;Hängmanöverdon 800C- B5230 A-B;71,02;;;;
V;337212;;;LED modul 800F B5821 A-B;71,12;;;;
V;337214;;;Manipulator 800FP- B5820 A-B;71,02;;;;
V;337216;;;Multitr/tr/reset/toggel 800FM B5829 A-B;71,02;;;;
V;337218;;;Nyckelvr/multitr/tr/res 800FP B5825 A-B;71,02;;;;
V;337220;;;Pot/bel svamp/kontbl 800FP B5823 A-B I;74,69;;;;
V;337222;;;Pot/bel svamp/kontbl 800FP B5823 A-B II;73,57;;;;
V;337224;;;Skylt/reservlins/nyckel 800FP- B5822 A-B;71,02;;;;
V;337226;;;Tbh 800F B5828 A-B;71,02;;;;
V;337228;;;Tomlåda 800F B5231 A-B I;73,80;;;;
V;337230;;;Tomlåda 800F B5231 A-B II;71,02;;;;
V;337232;;;Vred/signallampa 800FM B5830 A-B;71,02;;;;
V;337234;;;Vred/signallampa/återst 800FP B5826 A-B;71,02;;;;
V;337237;;;Kontaktbl./Linser/LED 800B B530A A-B;68,60;;;;
V;337250;;;Gångjärnsbrytare 440H E8639 A-B;18,37;;;;
V;337252;;;Linnödstopp 440E/440J E8637 A-B;28,63;;;;
V;337254;;;Maskinsäk. 440A Linb E8635 A-B;38,06;;;;
V;337256;;;Nöd- & linnödstopp 440E E8637 A-B;30,92;;;;
